idx,label,text
47,0,@USER wie niet luisteren wil moet voelen😉ik snap het niet je gaat ook niet in de supermarkt pakt een brood en gaat zonder betalen weg😒
48,0,@USER En gelijk heeft hij... Wat een zeikland zijn we aan  het worden😠alleen  maar kritiek op alles en iedereen bah bah! Fijne kerst alle zeikstralen van internet 🌲
49,0,@USER @USER @USER @USER als een domme Donald regeren over stadse natuur😉klopt wel aardig👍emotie 😬
50,0,#Codegeel😳niets van gemerkt.. of het zou de zeikregen moeten zijn van vandaag! 😟
51,0,"@USER @USER ben wandelaar,fietser,jogger en ja automobilist😖en ik aanvaard niet de modieuze demonisering v auto door groen @USER"
52,0,@USER @USER @USER @USER 100%gelijk!arts zonder humane grenzen😂13.5 milj.ontv v.postc.loterij!als men stopt m.donatie! ook geen nep migranten invasie!is the true😭
53,0,"Ik dacht net wat een verademing, eindelijk voetbal zonder schwalbes😢niet dus #EKvrouwenvoetbal"
54,0,"Raar, eerbetoon aan de K3 liedjes met enkel Josje🤔Clouseau is toch ook voltallig aanwezig, waar zijn Karen en kristel @USER #liefdevoormuziek"
55,0,Begint dit niet optevallen🤔ik denk echt bij mezelf: Enzo maak het gewoon bekent dat jij en Dee weer samen zijn. Haast elke fan weer wel dat er iets is. HTTP
56,0,#samsung en bedankt he...voor de dropbox account nu al mijn foto's kwijt😡oa fotos  van geboorte van mijn zoontje. #Dropbox
57,0,Natuurlijk moet dit stoppen! Dierenmishandeling om Flipper kunstjes te zien doen😡Mijn hond hoeft ook geen kunstjes te doen. HTTP
58,0,Kijk tlc amerika. Is n gozer uit amsterdam (24) met n rete irritante vrouw van 42 uit de usa😟gozer waar begin je aan
59,0,Het nadeel van de strip is dat ik al weet wat er met negan’s knuppel gaat gebeuren🤭die gaat doormidden😶ze kunnen beter met de serie stoppen 🙄 #TWDopFox
60,0,Ik zou een paar weken meedraaien en dan je column opnieuw schrijven😃Staken HTTP
61,0,@USER Het lijkt mij dat Puigdemont de wet heeft overtreden en dus een crimineel is🤔dan gelden er toch andere regels bij aanvraag asiel?
62,0,@USER Ofwel mooi stukje framing om ze klein te houden🤔schandalige stukjes tikkers van de vk links gutmenschkliek
63,0,"@USER TV wat harder zetten! Wij worden ""gek"" van een verkeersweg op 3 km verderop....Nou ja😉Gek? #zembla"
64,0,@USER @USER Gatver😎doe niet zo eng🤣Ik vertrouw op Brands.
65,0,@USER Dat is zó 20ste eeuw😉Moderner is om lid te worden van meerdere partijen en overal je zegje te doen. Maar mss niet de leeftijd voor de G500;)
66,0,"@USER HET MAG VAN DE DAKEN GESCHREEUWD WORDEN 😉
NO PROBLEM.

UITSLAPEN 😴KAN NIET🙄WE HEBBEN EEN LEK IN DE BADKAMER💧
#SOMSZITHETMEESOMSZITHETTEGEN"
67,0,@USER Ja bij mij ook😂😓Irritand😕Erger me soms dood:doe ik hem goed en na 5minuten zit het weer andersom😑
68,0,@USER Verstopping ook niet😡2 keer gehad😭
69,0,@USER Wat grijs en grauw.......en dan lukt het ook niet met de maandagpoets😡Straks maar ff een koffietje doen?😋
70,0,Dit is sad🖕 @USER werkt fk hard voor z'n eigen dingen komt er een fk mongool die al z'n dingen naaakt😒pfff HTTP
71,0,"@USER anoniem op twitter😂😂, maar ooit komt mn pf er nog wel😉ooit......."
72,0,@USER dus je bent het stiekum met mij eens dat deze president dat zo niet goed oppakt😉of wij daar nu invloed op hebben of niet😉
73,0,De manier waarop deze jongens schrik aanhieven. En geen greintje spijt hebben😡https://t.co/A2DzpamgmE
74,0,@USER Ze zeggen eerlijkheid duurt het langst😏Bij de vvd is dat zeker zo👍want dan kan je er lang op wachten😂Stem op @USER @USER #vnl HTTP
75,0,"@USER Die op hun beurt ook onterecht waren. Tjah,hij schoot telkens letterlijk in zn eigen voet😁en dan beschuldigen als een klein kind,goed bezig👏"
76,0,@USER Jaja ha😃ha😃ha😃 dat is het 👀 👀 👀 verder #kopdicht HTTP
77,0,"Yep, tis weer zo laat😳goedemorgen @USER @USER @USER fijne dag allen, ik ga werken👋🏼👋🏼 HTTP"
78,0,@USER waarom blijf je die oude koe boven halen ?? de bevolking heeft daar niets meer aan😏hoe lang is dat geleden?? HTTP
79,0,"@USER @USER Jaja, en jij ziet dingen die EvM niet😎zegt
Ik vind je tweet #onnodigonaardig + niet terzake, da's al
Daar kun je wel mee leven, toch? #jinek"
80,0,"Je weet dat de engelen met je zijn wanneer je een verkeerde💦 sms krijgt😞wat niet voor jou bedoelt is😒..really kill 🖕""maar je vind me leuk""😂👋"
81,0,"@USER 😭🙄🗣️✍️#haninaajari
Ja, #column v 'Och😳gut!'-gehalte. Weinig #visie of vormgeving.
📺Óók nog #mondeling zwak, zelfs #mimiek vlak,😐nietszeggend"
82,0,@USER @USER Deze zijn ook nu nog actueel: Recappen of continue dialoog😣volgens een van je collega's. HTTP
83,0,Franse opkomst lager dan2012.. Belachelijk.. Alsof niets aan de hand is en het land NIET afstevent naar islamitische ellende en terreur😡Ziek
84,0,"@USER Mwahh, enige #politici zeiden 't. #pers herhaalt. Akelig😐ja
Ter troost: Onder de #burgers zijn zelfs de #PVV'rs 'n minderheid 😉"
85,0,@USER Haha wat een kut spel😂blijkbaar doet hij dat al een paar uur lang omg
86,0,"@USER Het linkse wegkijk college het OM en politie is een pot nat. Amsterdam hollend naar de afgrond😖Democratie , alleen als ze het uitkomt!"
87,0,@USER @USER ik kom al 2dagen niet op fr12😩elke andere site pakt die wel. Enige idee hoe dit kan en wat ik moet doen?
88,0,@USER @USER @USER Voor de retailer draait het om geld he😀het allerbelangrijkste op aarde naast macht
89,0,"Vandaag dag 6!!!!
Ik heb mij er even niet mee bemoeid. Maar het gaat nu wel op trieste 'dienst' verlening lijken😬1/2"
90,0,@USER altijd nog even ( VIP ) vermelden😄gaap😄
91,0,@USER Ze zeggen eerlijkheid duurt het langst😏Bij de vvd is dat zeker zo👍want dan kan je er lang op wachten. Bij @USER dus ook
92,0,@USER Even nadenken🤔1/80% asielzoekers laatste 3 j tussen 18 en 24 j ; 2/ slechts 1 op 10 aan het werk; 3/ 9 op 10 aan leefloon . Hoera gevonden !
93,0,"Grrrr het is pet op de A13, ga vandaag niet op tijd komen😤Sta de laatste tijd weer steeds vaker vast op de A13😥 HTTP"
94,0,@USER Tjaaa🙄daar wel
95,0,Nog steeds 0-0 bij Cardiff - Preston😴Ik wil Barca zien😤
96,0,En weer rijden de bussen van de NS richting Delft niet op tijd of zijn weer vol😏en aansluiting nu gemist😥
97,0,Ik ben eruit waarom #rtllatenight o.a. zulke slechte kijkcijfers heeft. Waarom zoveel mensen aan 1 tafel? Ik tel er wel 9🤔ToMuch.
98,0,Iedere man heeft respect voor 'n vrouw😧en wordt misselijk van 'n pot😏 Ik begrijp niet dat 'n man zich vrouwelijker gedraagt als een vrouw. HTTP
99,0,@USER manifest laat alleen zien wat er mis is😉niet waar het geld vandaan moet komen
100,0,Oke dan zet ik zelf wel n lp op uit 1974☹️2e week achter elkaar dat t niet wil lukken met de @USER laat me raden #mooiweer #vondelpraque
101,0,@USER In de ochtend🤔nee dank je wel
102,0,"@USER @USER @USER @USER Gordon als Judas ...., Lee Towers als Pilatus🤔ik ga ff verder denken"
103,0,"Dan denk je:""dan maar ff telefoon koekeloeren om de tijd te doden"", maar iPhones kunnen blijkbaar niet tegen vrieskou.Valt dus uit😕Weg 🎼 ook"
104,0,@USER Gewassen en gestreken zijn en terug honger hebben🙄zo geraak ik mijn bed ni in zelle😬
105,0,@USER @USER @USER @USER de Hond zat er wel vaker naast😕het moet 93 procent zijn.
106,0,Lekker begin v/h weekend..#not Ketting van m'n vouwfiets en dus de trein gemist😡30 minuten blauwgebekt op het station #GroningenEuropapark &gt;
107,0,"Mooi beeld, is meer groen en fotosynthese niet efficiënter dan zonnepanelen, misschien meer subsidie😉duurzaam zijn, is best ingewikkeld. HTTP"
108,0,@USER @USER Dom!Dom!Dom!Dom!Suzanne🤣dochter van een babyboomer?No history?mee gekregen van huis uit😢😢😢Silly!!
109,0,ik krijg geen meldingen binnen van @USER door die kut update😭en ik heb geen ijsje😭😂
110,0,Ongelooflijk😮Nelie nog steeds gladjes #hoebestaathet? #pauw
111,0,@USER Belachelijk!Krijgen ze nooit voor elkaar. Vergeten ze dat het educatie is🤔Vele dierentuinen zijn zo natuurlijk dat e soms weinig te zien is
112,0,Wat een schreeuwerige Beatles coverband😳bij @USER
113,0,@USER Die laatste 4 woorden ben ik helemaal niet met je eens😉en verder: het Hof heeft in de D-zaak echt alleen ogv feiten (is er bewijs?) beslist.
114,0,Ff n potje schijten.Op geuken😂Jajajajaja😴
115,0,HTTP Wat een kolder😂ze hadden positief 'bedrijfsresultaat' maar omdat er gekort is op de SW niet meer Dag! #linksehobby
116,0,@USER @USER SLAM rekent kWh EN minuut GEEN € voor digitale regendans met 3 laders en 5 activatiepogingen😁in Aichstetten
117,0,HTTP die 340 gelukszoekers blijken 150 mensen uit hun azc te zijn verdwenen. Onze overheid weet niet waar ze zijn.
118,0,@USER @USER Pedofiele rechter😠kan niet anders.
119,0,Heyy goed nieuws von onze bijna aftredende Rutte! Lach al je zorgen weg! Even kijken of het helpt🤣🤣🤣ehum🙄nee😡😡😤😩😏 HTTP
120,0,HTTP wil dat ‘deze islamitische viezerik en geweldpleger’ berecht wordt en ‘na een hele lange celstraf’ moet worden gedenaturaliseerd en het land uitgezet.
121,0,Kijk papa en mama de man van AH is vies in ze gezicht🙄Boycot Sinterklaasjournaal heeft niets met t sprookje van sint en zwarte piet te maken dit. HTTP
122,0,RT @USER Wat een rare ding om te zeggen meneer Giddema 😨 klinkt beetje KOEKOEK😳en waarom Marokkaanse vrouwen met NL mannen niet ? RA…
123,0,@USER @USER wordt hier boos😠en verdrietig 😢van. Strengere wetten tegen dit tuig.
124,0,middelmatige service(klacht) @USER bestelling komt gewoon niet aan dan bezorgen we het maandag toch😣hele weekend zonder koffie #FAIL
125,0,"@USER ene blunder na de andere.
Tsjonge die politie toch.
Kun je hier ook een vette boete voor krijgen😆https://t.co/lK4RV1d7ac"
126,0,"@USER zegt Matthijs te kijken naar Freek, begrijp waarom🙄Linkse reddingsactie maar links is niet te redden! Links lullen, rechts vullen..."
127,0,"@USER Het wordt tijd dat we nu echt is opstaan tegen de vieze beleid van de VVD😠Wat moet er nog meer gebeuren voordat we wel iets gaan doen 🤔
Niet wachten Nu in actie komen Den Haag Binnenhof Genoeg=Genoeg HTTP"
128,0,@USER natuurlijk niet waar😎een politicus liegt nooit
129,0,@USER Ja dat zeggen ze allemaal🙄 mannen zijn ook zo meelevend verder🤔tot ze zelf verkouden zijn..gaan ze nog net niet dood.
130,0,Gadverdamme wat n gew8😤Schiet op 2:00 uur😴
131,0,@USER @USER @USER Dit feit is al langer bekent😉wie durft zijn nek uit te steken en brengt wat ethische verantwoordelijkheid in het geheel???
132,0,Na elke gelezen alinea is mijn bloeddruk weer gestegen😠Overheden en gemeentes:Wat heb je er aan??Lees er zelden of nooit iets positiefs over HTTP
133,0,"GEKKKE RECHTERS natuurcamera niet gebruiken. Ze begaan misdaad😢U gebruikt toch ook particulier camera's als bewijs!
https://t.co/bE4BWTNefO"
134,0,@USER Een schop onder je kont😁wat denk je?wat een Xbox kost😂Als ze 16 zijn willen ze een scooter&amp; 18 jaar een auto 😂!Hier niet! bij mij!NO CHANGE!!Hier ga je naar school! Of werk je voor je geld&amp;luxe 😙👍Karakter heet dit.
135,0,@USER GATVER😩Cultuurbarbaar😋😜😂
136,0,Ik wordt knetter gek van me hoest na bijna 14dagen nog geen vebetering mis me ♥zo erg😭maar kan genoeg haken dat weer wel😉
137,0,@USER pinguïns op de Noordpool en ijsberen op de zuidpool😕we blijven maar zeuren ! HTTP
138,0,@USER Strategie🙄begin rondleidingen in het bedrijf zelf😫#sarcasme#
139,0,@USER @USER Lekker begin van de dag🙃Wouw heb jij geluk👍 toch wel de veroorzaker aan de kant..
140,0,@USER @USER Alweer een opdoffer voor de man in vorm😤maar er komen nog enkele kansen!
141,0,@USER dat is een chemisch proces in je hersens🙄verslaving
142,0,"Eens, alsof #Hennis direct betrokken is bij dagelijkse uitvoering overal ter wereld waar NL aanwezig is🤔maar nu wel adequaat handelen HTTP"
143,0,Optocht toeterende #Erdogan nazies door #Schiedam centrum😡Wanneer treedt @USER eens op? #turken #grijzewolven
144,0,Die zenden het graag uit! Voor de verkiezingen waren ze lyrisch over Amerikaanse aanpak Klaver😢ookal kopieerde hij teksten beelden poses HTTP
145,0,@USER Groot gelijk; ze kunnen ook anderen op de plaat zetten😬lees net stuk over iPhone verslaving:)
146,0,"@USER geldt niet per definitie☺️maar dit was weer tenenkrommend narrowminded, ongelofelijk.Dan klik ik gewoon eens op een reactie ofzo"
147,1,Ik durf de andere komkommer en augurk er nog niet bij te zetten😱Misschien over een paar dagen… HTTP
148,1,"Over #fakenews gesproken, als dit ooit als app released gaat worden😳Creepy shit, stemmen nabootsen met max 1 min aan bronsmateriaal HTTP"
149,1,@USER Klopt helaas is de zon met de noordezon vertrokken😉heb de luifels en stoelkussens ook net naar binnen gehaald denk dat de 🌧er zo aankomt😔
150,1,@USER Nare bult😕Hoop dat de uitslag goed is!
151,1,@USER Wat een vergelijking😱ik ben gelukkig vegetariër.
152,1,Raakt de markt eindelijk gezond en dan is het opeens crisis😂Kantorencrisis Amsterdam komt steeds dichterbij HTTP @USER
153,1,@USER een verrassingsuitje aan het plannen voor mijn dochter morgen...maar dat weer van morgen🤔wat denken jullie?
154,1,@USER @USER Je zal er maar tegen aan lopen😢goed dat jullie er waren👍
155,1,Ben zeer benieuwd of er bij dit idee ook weer zo goed geluisterd zal gaan worden naar bewoners/direct betrokkenen🙁hopelijk geen Rietvelden2 HTTP
156,1,@USER help! Brief gehad 'oeps u bent vergeten porto te plakken' als ik inlog is de geadresseerde - mn eigen adres🙄1/2
157,1,Straf plaatsen op start grid voor vervanging componenten van de McLaren H😱nda wagens. HTTP
158,1,Echt gebeurd alleen ik rende niet zo hard mn mond klapte open tot op de grond😦wtf.. Na 4 jr😳 HTTP
159,1,@USER @USER deal😉ben wel niet de excuustruus hé! Als ze mij uitnodigen moeten ze dit niet doen omdat ze het moeten hé😆😬
160,1,"@USER @USER Ik weet dat het in Wolfheze al jaren zo is😖Ede ook klachten over gehoord,volgens mij is het beleid (bestuur)gewoon niet goed"
161,1,@USER Dat laatste is te zien🙄hoe lang duurt de tocht? #zeeziek
162,1,goffer als ik die tetten voorbij zie komen in tl dan krijg je toch acuut pijn aan de knieën😱ze #hangentotdenavel blijmetmnbescheidentetten😂😱
163,1,"Volgen,ontvolgen en dan weer wel en weer niet ik zou er duizelig van worden🤔of snappen ze Twitter niet😉maar ja so be it 👋"
164,1,@USER tevroeg gelachen🙄opeens kheb die ook😂
165,1,@USER En nu maar hopen dat die niet ploft😥ik hoop zo voor MAX dat het goed gaat komen😉🏎
166,1,"@USER Dat hoop ik niet, dat dat zo lang duurt, ik krijg nu al amper lucht😨Dinsdag wordt goed idd😃"
167,1,"Dit is niet #irma, maar misschien haal ik 'aan het strand wonen' toch van mijn bucket list af😲https://t.co/MsHKPG5v9z"
168,1,@USER Heel apart he😚Aan dat idee moet ik best nog wel wennen. Dat mijn verleden nu ineens gedeeld gaat worden....😚
169,1,@USER @USER Liever niet! Mary😳Positieve mensen en je mooie Blogs willen we niet missen😘
170,1,"Boek @USER uit, en de vakantie nog lang niet voorbij🤣wat nu....... HTTP"
171,1,@USER Niet leuk😣Lachen gaat pijn doen.
172,1,@USER Ik had je tweet verkeerd gelezen😆Ik d8 1100 euro verz. kosten door n foutje😂Haha wtf. Ok😋
173,1,"@USER dat wordt spierpijn op plaatsen waarvan je niet eens wist dat er spieren zaten😲maar hopelijk ook heel veel plezier, zet hem op!"
174,1,4-0😳4-0 na 24 min in de #kohlenpottderby ook wel in Duitsland #Revierderby genoemd. Iedereen in extase #BVB op weg naar geschiedenis.#bvbs04 HTTP
175,1,Nou Ajax maak je borst maar nat😢Waarom geen Kuipers ? HTTP
176,1,"“Zeker, het valt hier nu mee, zeker als je ons vergelijkt met plekken in China en India..."" Oh dan is het goed😱https://t.co/zqjb0mD5ux"
177,1,HTTP !!het ontbreekt aan vrijwilligers. Waarom werkt de brandweer eigenlijk met vrijwilligers???
178,1,@USER @USER ziet er heftig uit Sjoerd😘xxx
179,1,Avonddienstje😳Zal best beetje warm zijn @USER
180,1,"@USER @USER serieus? ik denk dat mn jongste er toch over zou komen, die kan springen😳mn buren hebben de schutting vol spijkertjes"
181,1,Mist in Oostkapelle😱Iedereen oppassen
182,1,@USER @USER @USER Kan je mij inviten haha ik ben blut😂computer kost nog al wat haha
183,1,Ik zit een beetje te twijfelen of ik mee wil gaan doen aan brildrager van het jaar verkiezing😕twijfels twijfelss...
184,1,Ik durf niet te kijken😱Wat een idioten! Daar zijn toch wel betere mesjes voor #hetbestevoorjekind
185,2,Een halve dag vliegt ie rond mij en nu is hij moe 😉 Oranje tipje man😍en ja deze planten plus de pinksterbloemen speciaal voor hen. HTTP
186,2,"Zit in 2 dagen al op 19 uur werk.💪🏻 Vanavond vroeg naar bed, dat probeer ik. Morgen maar een half uurtje later beginnen😉vakantie in 1,5 week"
187,2,@USER @USER @USER Zeker gekregen😀Aflevering van Baantjer gekeken met rechercheur de Cock met C-o-c-k😂✌🏻
188,2,Jaaa zwart leren handgreepjes voor mijn luikje😍Met dank aan… HTTP
189,2,@USER @USER @USER HAHAHAHAHA doe maar niet xx wel leuk dat je m'n account bekijkt😂Beetje jammer dat je me niet meer volgt
190,2,Taxi besteld. Maar es ff kijken of d’r beetje volk op af komt😂met Titia Kip HTTP
191,2,@USER Goedemorgen Eddy😊fijne dag en weekend! Groetjes! HTTP
192,2,MEGA véél slagroomschnitten bakken😋Onze banketbakkers zijn goed bezig😆💪🏻💪🏻 #slagroomschnitten #voormaar€5 #bergenvoordeelweken HTTP
193,2,"@USER OMD😄Vrouwtje moet heel hard lachen hierom😏Jullie vrouwtje ook? Ik ben net  in mijn zwembadje gegaan, was een slak ingekomen, is verdronken😪"
194,2,@USER @USER Zoiets😂ga toch de vlag vast ff uithangen 💪🙏
195,2,@USER @USER lol😂nee muts ik wist niet hoe dat allemaal werkte he hier in limbo hebben we geen metro😱
196,2,@USER Ja ik heb óók gedacht aan wat ik bij ehbo hebt geleerd 👍🏼 dankjewel liefie voor het méédenken😊Xx
197,2,Wat een topavond en leuk optreden bij club 19 nog nooit zoveel mannen bij elkaar gezien hihi😁Ronald Levering Ruud... HTTP
198,2,12 mei😉dag van de verpleging🙃
199,2,Zo lekker leesvoer😀Ga me niet vervelen. HTTP
200,2,@USER @USER Hier goed😎En met jullie..???
201,2,@USER Goeiemorgen en dankjewel😁jij ook!!☕️
202,2,@USER Mss kan ik je even opvrolijken met uitgelekte spoilers van seizoen 8😉https://t.co/pZssQKDdlp
203,2,"@USER Goedemorgen Coen.
Klinkt goed. Fijne dag😀fijn weekend😎"
204,2,@USER @USER Werkse😊collega's🤗
205,2,HTTP tijd dat Pablo Escobar in Colombia regeerde is voorgoed voorbij
206,2,@USER Lekker hoor! Heerlijk uit eigen tuin. Er volgt vanzelf meer;)) Moestuinen houden niet op met produceren😆Smakelijk!
207,2,Nu online @USER @USER @USER Tess 2312. Ik zit er klaar voor...im ready☺️I like men with respect! HTTP
208,2,@USER Wat lief😊wens jou ook een mooi weekend Bertien👋🏼
209,2,@USER ben zelf heel bang om te vliegen dus zou ook niet mee grinniken😂Blij dat ik hier op de bank zit😎
210,2,"@USER Verhip Annette, dat wist ik niet.Zie het nu.Gebruik meer mobiel dan laptop.Dank voor het melden😀en ook bedankt voor je reactie op m'n blog😘"
211,2,@USER plaatsje te laag😉toch proficiat!😀
212,2,Hier word keihard gewerkt om vanaf Dinsdag weer een prachtige salon te hebben😀Dank aan Peter… HTTP
213,2,@USER @USER @USER Hahaha. Met een vertaalprogramma is het niveau van Tjerrie😁te evenaren
214,2,@USER @USER Mazzelkont😁Veel plezier👍
215,2,@USER ben benieuwd😘ik wacht wel rustig af
216,2,#top250douane Trots op het werk van de douane😃Hoe blijven we trots? Door steeds te kijken hoe het beter kan!
217,2,Trek jij de company credit card ook leeg voor zo'n lunch in de  frisse buitenlucht? Lees dan dit😏https://t.co/EiiRQWzTII
218,2,@USER Haha😀ik dacht dat je was geëmigreerd  naar brussel😎 HTTP
219,2,"Deze kwamen ook nog even langs, een enorme groep speciaal gebouwde fietsen...:D🤣In Lepelstraat... HTTP"
220,2,@USER blijft in het nieuws😂Parlementaire barbecue vol met heerlijke affiches #fvd HTTP
221,2,"@USER Adreswijziging bij Kranshi, uurtje wachten en dan in 3 minuten gepiept😀Lang leve Dushi Curacao👍"
222,2,"Uitmuntend😜Schitterend spel, ook voor niet stuiteraars. HTTP"
223,2,@USER Ja was super😋heb ervan genoten
224,2,@USER Meer😂Dank 👍
225,2,Hilarisch😂ontgroening op de bouw!! HTTP
226,2,@USER You rock Eva!!#eatthis Wrijf het er maar eens goed in😁Zou ze u nog kennen eigenlijk🤨🤔
227,2,"@USER Wij hebben gewoon meteen de 'beste' gamer genomen😎Trouwens, als ik dit geweten had, was ik in 1999, niet gestopt met Fifa! 😂😜"
228,2,@USER @USER Was maar een grapke hé Stevie😎respect hé mateke!!💪👍
229,2,@USER We slippen dicht😉misschien minder auto's per gezin#omdenken#
230,2,@USER Zou is nog hard😀ben benieuwd ik wacht het af!!
